user_id,item_id,rank,score,model
37ea36022e8a686d50ab5d81b71cfbd3,7421462,3,2.524050,pytorch_lightgcn_causal
37ea36022e8a686d50ab5d81b71cfbd3,100000000000,4,1.820309,pytorch_lightgcn_causal
37ea36022e8a686d50ab5d81b71cfbd3,7694047,5,1.366306,pytorch_lightgcn_causal
37ea36022e8a686d50ab5d81b71cfbd3,5963066,6,1.246602,pytorch_lightgcn_causal
37ea36022e8a686d50ab5d81b71cfbd3,5089253,7,1.229654,pytorch_lightgcn_causal
37ea36022e8a686d50ab5d81b71cfbd3,5853579,8,1.048995,pytorch_lightgcn_causal
37ea36022e8a686d50ab5d81b71cfbd3,5464261,9,0.965563,pytorch_lightgcn_causal
37ea36022e8a686d50ab5d81b71cfbd3,1861102,10,0.938688,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,7421462,1,1.960097,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,5911914,2,1.793661,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,8264403,3,1.688489,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,6999009,4,1.439322,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,5089267,5,1.426998,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,8240587,6,1.401983,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,7596939,7,1.401978,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,6703015,8,1.326156,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,7321794,9,1.269444,pytorch_lightgcn_causal
37f869e6443364a105468d312b50f897,7694071,10,1.052279,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,7421462,1,1.837256,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,7596939,2,1.721496,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,8264403,3,1.607589,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,5911914,4,1.491204,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,8240587,5,1.355143,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,7321794,6,1.328530,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,6999009,7,1.238255,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,7283905,8,1.204360,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,7437786,9,1.173502,pytorch_lightgcn_causal
380f0f5aa8b32bc0f2b2501dcf846386,8051124,10,1.058892,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,5464261,1,2.519798,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,7421462,2,2.382152,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,5089275,3,1.913849,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,8240587,4,1.618779,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,5853579,5,1.485307,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,8051124,6,1.271521,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,7437564,7,0.815671,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,8264403,8,0.779890,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,8058010,9,0.777253,pytorch_lightgcn_causal
382dafc4915cddcf8bc4301f5f117d96,5963066,10,0.370261,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,7283905,1,2.976333,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,6703015,2,2.695610,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,6946625,3,2.467826,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,5464261,4,2.283013,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,100000000000,5,2.248427,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,7694071,6,2.177849,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,5089267,7,1.916503,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,7081550,8,1.837041,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,7651931,9,1.425800,pytorch_lightgcn_causal
383d8ce0e0240e99f75e74637fd1c4be,5706773,10,1.256849,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,6999009,1,2.130290,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,100000000000,2,2.104247,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,7596939,3,2.034666,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,7081550,4,1.894350,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,7421462,5,1.563694,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,5853579,6,1.515971,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,8264403,7,1.370528,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,7321794,8,1.275068,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,5963066,9,1.052386,pytorch_lightgcn_causal
384bc90248993308f5cb6ebdf978ac9e,8514651,10,0.976447,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,5911914,1,1.757102,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,7421462,2,1.749110,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,7596939,3,1.647764,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,7437788,4,1.410685,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,8264403,5,1.394457,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,8240587,6,1.378328,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,6999009,7,1.363291,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,7321794,8,1.245494,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,7437786,9,1.216271,pytorch_lightgcn_causal
387268c2a02d88b2f2dad9aa0adaa2e9,6703015,10,1.188427,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,7437786,1,2.515051,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,6946625,2,2.117576,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,8051124,3,1.469184,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,5853579,4,1.434093,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,5284203,5,1.380751,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,6703015,6,1.262486,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,7437564,7,1.171155,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,6737464,8,1.057591,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,8514651,9,0.718264,pytorch_lightgcn_causal
3876dbba0e6dfa0b4cdf9fff6ef0af86,7694071,10,0.592953,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,100000000000,1,3.738953,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,7694071,2,2.611304,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,6703015,3,2.377863,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,5464261,4,2.188144,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,7283905,5,2.137809,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,5706773,6,1.914040,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,6946625,7,1.846538,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,7920226,8,1.697534,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,5089267,9,1.619809,pytorch_lightgcn_causal
387e5f546b914b18c7fe3b13ee8829df,7081550,10,1.443759,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,7694047,1,2.116493,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,6001251,2,2.067725,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,7321794,3,1.979826,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,8264403,4,1.766788,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,6055052,5,1.731874,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,6999009,6,1.533166,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,6737464,7,1.425543,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,5911914,8,1.288263,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,5089267,9,1.144834,pytorch_lightgcn_causal
388385948321b46953172a3a36e8170d,8051124,10,0.738971,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,8051124,1,3.529629,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,5089275,2,2.565582,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,5853579,3,2.447513,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,100000000000,4,2.428569,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,6940276,5,2.400199,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,6703015,6,2.311762,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,7437786,7,2.293119,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,6737464,8,1.678824,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,5706773,9,1.669359,pytorch_lightgcn_causal
3884887478a1e29f505d5259f4f22ae5,6627510,10,1.347712,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,8058010,1,2.798533,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,7920226,2,2.035221,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,6940276,3,1.592800,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,7283905,4,1.452409,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,5853579,5,1.311170,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,5089267,6,1.264598,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,7437788,7,1.202330,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,100000000000,8,0.968008,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,6703015,9,0.895883,pytorch_lightgcn_causal
388d87fe863d8a04e8dcf6fdffdcdb80,7421462,10,0.635383,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,100000000000,1,3.130056,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,7421462,2,2.734004,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,8264403,3,2.616149,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,6001251,4,2.593421,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,6737464,5,1.241014,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,7694047,6,1.182356,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,5853579,7,1.144207,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,5089253,8,1.054334,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,5464261,9,1.046736,pytorch_lightgcn_causal
38af0891d3c8dd1edf6e76a039a5ebf9,5963066,10,0.980986,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,7283905,1,1.506742,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,7321794,2,1.278381,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,7694071,3,1.156354,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,5089267,4,1.151783,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,5464261,5,0.999902,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,7596939,6,0.953302,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,7651931,7,0.800430,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,5911914,8,0.755631,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,5706773,9,0.677136,pytorch_lightgcn_causal
38b1a947113f656fa6f61d374d7dfb0a,6001251,10,0.634618,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,5464261,1,1.343177,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,7081550,2,1.224424,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,100000000000,3,0.566163,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,7437788,4,0.309194,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,7437786,5,0.282145,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,7651931,6,0.106006,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,5089253,7,0.019957,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,6999009,8,-0.111125,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,1861102,9,-0.206410,pytorch_lightgcn_causal
38c30c985892230a0d2aedb16e3cefff,5284203,10,-0.311615,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,7321794,1,2.142791,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,6999009,2,2.067198,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,8240587,3,2.004494,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,5911914,4,1.909516,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,5284203,5,1.763683,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,7920226,6,1.576807,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,7694047,7,1.437060,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,7283905,8,1.401679,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,5706773,9,1.353083,pytorch_lightgcn_causal
38d676666c06e3846a2f9bffc0e8801e,6737464,10,1.267964,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,7283905,1,3.394694,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,7421462,2,2.401040,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,6627510,3,2.243172,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,6703015,4,2.126448,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,8051124,5,1.831056,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,8058010,6,1.806692,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,5284203,7,1.511789,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,7920226,8,1.257229,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,7437564,9,1.222527,pytorch_lightgcn_causal
38fb21dc116b12b02c390b098dd48902,5963066,10,1.095902,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,7694047,1,2.210535,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,7321794,2,2.087737,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,8051124,3,1.833220,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,8264403,4,1.817006,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,5911914,5,1.321577,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,8514651,6,1.047469,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,8240587,7,0.938457,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,100000000000,8,0.926851,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,6055052,9,0.633173,pytorch_lightgcn_causal
390360f46c6025006e734a51c070174d,6940276,10,0.548248,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,5706773,1,2.922366,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,100000000000,2,2.852759,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,5464261,3,2.368730,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,8514651,4,2.338874,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,6055052,5,1.843623,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,8058010,6,1.445311,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,5089253,7,1.075833,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,7651931,8,0.925483,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,5963066,9,0.892848,pytorch_lightgcn_causal
39133aa1ba412d4e5cc4fa4af89e0073,8051124,10,0.709202,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,100000000000,1,2.639403,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,6737464,2,1.852141,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,5911914,3,1.658776,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,6999009,4,1.527386,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,8051124,5,1.459994,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,7081550,6,1.374589,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,6055052,7,1.069796,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,5464261,8,0.863389,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,5089275,9,0.823555,pytorch_lightgcn_causal
391c36c419ce8a43f0f3fb6156ea68f7,5706773,10,0.475509,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,5963066,1,1.927464,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,8240587,2,1.720985,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,6737464,3,1.397408,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,7596939,4,1.304785,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,5464261,5,1.272227,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,8264403,6,1.218905,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,6001251,7,1.150849,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,5089267,8,1.049780,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,6627510,9,1.030375,pytorch_lightgcn_causal
391d2f115080120fd5f7b7574b305d7f,6703015,10,0.889125,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,5089267,1,2.264961,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,7283905,2,2.193961,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,6737464,3,1.839356,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,7437788,4,1.701126,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,5911914,5,1.511894,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,5284203,6,1.181423,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,8240587,7,1.156983,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,7651931,8,1.046356,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,5706773,9,0.976889,pytorch_lightgcn_causal
39249425fa43095c688e67a1a5c10a27,7437564,10,0.934758,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,5963066,1,1.974199,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,5089253,2,1.904474,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,7651931,3,1.610065,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,100000000000,4,1.510257,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,8514651,5,1.503336,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,5911914,6,1.080232,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,6940276,7,1.013518,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,7694047,8,0.866951,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,7437564,9,0.798338,pytorch_lightgcn_causal
3936699d2d3e24cec0b7c5f64acd5fd1,8735304,10,0.148635,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,5464261,1,2.010685,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,5284203,2,1.893121,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,6946625,3,1.832099,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,7437786,4,1.784241,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,7421462,5,1.192438,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,8051124,6,1.146578,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,7596939,7,0.974952,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,7437564,8,0.917301,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,8264403,9,0.413233,pytorch_lightgcn_causal
39739424336fc62c95ee4fef748da753,5963066,10,0.360876,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,7437564,1,2.907443,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,7321794,2,2.824720,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,7437786,3,2.259469,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,8735304,4,1.787046,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,7421462,5,1.784085,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,5089267,6,1.776399,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,7920226,7,1.699613,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,6737464,8,1.645337,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,6999009,9,1.624926,pytorch_lightgcn_causal
39739c27f14faf2a92a19ebc817ebc60,5464261,10,1.533700,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,5963066,1,3.083234,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,6737464,2,2.934532,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,100000000000,3,2.334010,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,7437786,4,2.121084,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,5853579,5,1.688749,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,7421462,6,1.483635,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,8051124,7,1.437697,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,6940276,8,1.407700,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,5089253,9,1.049328,pytorch_lightgcn_causal
398cdefe2d010c0730ef054c8f5b271e,8264403,10,0.994493,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,7321794,1,2.784687,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,6001251,2,2.740847,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,6946625,3,2.195963,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,5089275,4,1.381787,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,7081550,5,1.247062,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,8735304,6,1.245138,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,5284203,7,1.118154,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,5706773,8,1.015949,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,5963066,9,0.851192,pytorch_lightgcn_causal
39b197cdaf1ec9e8bf25d74b77f78634,8240587,10,0.789118,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,7694047,1,2.717839,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,7321794,2,2.264045,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,7651931,3,1.682769,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,100000000000,4,1.386198,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,6001251,5,1.369332,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,5089267,6,1.158396,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,7694071,7,1.044357,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,8264403,8,1.006497,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,6940276,9,0.801339,pytorch_lightgcn_causal
39de9b5e0fd96f515d4ca5b8b3004ef5,7437788,10,0.734723,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,7437788,1,1.912527,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,5089267,2,1.414931,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,7283905,3,1.307339,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,5853579,4,1.291671,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,7321794,5,1.221892,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,7920226,6,1.119929,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,8240587,7,1.071169,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,5911914,8,1.011319,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,7437564,9,0.959009,pytorch_lightgcn_causal
3a0bfc2a03e1674406085558b222c982,1861102,10,0.666766,pytorch_lightgcn_causal
3a16401d374141b9d96240d951113136,6999009,1,2.304765,pytorch_lightgcn_causal
3a16401d374141b9d96240d951113136,7321794,2,1.970042,pytorch_lightgcn_causal
3a16401d374141b9d96240d951113136,5911914,3,1.904585,pytorch_lightgcn_causal
3a16401d374141b9d96240d951113136,8240587,4,1.735512,pytorch_lightgcn_causal
3a16401d374141b9d96240d951113136,5284203,5,1.657519,pytorch_lightgcn_causal
3a16401d374141b9d96240d951113136,6737464,6,1.487825,pytorch_lightgcn_causal
3a16401d374141b9d96240d951113136,5706773,7,1.430029,pytorch_lightgcn_causal
3a16401d374141b9d96240d951113136,7694047,8,1.387177,pytorch_lightgcn_causal
3a16401d374141b9d96240d951113136,7920226,9,1.326849,pytorch_lightgcn_causal
